Name,playerid,WAR29
Freddy Garcia,1077,3.1
Brandon Lyon,1312,0.8
Juan Alvarez,1432,-0.2
Aquilino Lopez,1671,-0.3
Mike Gallo,1759,-0.2
Eric Hacker,8743,0.0
Bobby Chouinard,1002204,-0.2
Mike Cuellar,1002853,6.1
Rich DeLucia,1003185,-0.2
Felipe Lira,1007649,0.0
Dan Petry,1010246,0.3
Ed Roebuck,1011118,0.2
Mel Stottlemyre,1012579,4.4
Brian Anderson,44,0.3
Jim Brower,313,0.3
Billy Wagner,578,2.0
Valerio de los Santos,681,0.4
Chad Qualls,2170,1.8
Devern Hansack,4939,-0.2
Esmil Rogers,6317,0.0
Jack Egbert,7487,0.0
Tom Griffin,1005054,-0.6
Ricky Horton,1006036,0.5
Mike Ignasiak,1006254,-0.2
Rollie Sheldon,1011855,0.7
Octavio Dotel,555,1.7
Jason Schmidt,1131,4.5
Joe Ausanio,1000369,-0.4
Bryce Florie,1004172,1.0
John Morris,1009219,0.5
Steve Stone,1012573,1.7
Greg Aquino,1899,0.0
Todd Coffey,2467,-0.1
Pat Misch,5909,-0.1
Mike Bolsinger,11137,-0.4
Jerry Augustine,1000365,-1.0
Storm Davis,1003080,0.1
Tom Dukes,1003545,0.1
Bob Galasso,1004441,0.2
Dennis Kinney,1006946,0.0
Andy McGaffigan,1008497,1.9
Brad Pennington,1010159,0.0
Vern Ruhle,1011297,2.2
Bobby Jones,1039,1.3
Neal Cotts,1797,-0.4
Nick Masset,7267,0.3
Jim Austin,1000373,0.0
Jeff McCurry,1008440,-0.1
Ron Meridith,1008782,0.1
Victor Santos,446,0.9
John Franco,874,1.3
Turk Wendell,975,0.3
Brandon Backe,1529,0.1
Brian Matusz,2646,-0.7
Zack Britton,3240,0.6
Matt Albers,4300,-0.5
Blake Parker,5224,0.2
Brian Wilson,6485,0.2
Lucas Harrell,7541,-0.2
Bob Babcock,1000394,-0.2
Doug Bair,1000439,0.6
Shawn Barton,1000633,-0.1
Charlie Leibrandt,1007492,3.7
Orlando Pena,1010150,3.4
Chris Schroder,3553,-0.2
Zach Putnam,9080,0.3
Keith Atherton,1000348,-0.2
Bruce Berenyi,1000864,2.5
Don Cardwell,1001941,2.2
Larry Christenson,1002215,1.3
Dick Hughes,1006152,3.0
Jimmy Jones,1006569,0.1
Jerry Reed,1010769,-0.2
Francisco Cordero,1243,2.7
Pedro Baez,5420,0.1
Cory Gearrin,7947,0.1
Paul Fletcher,1004153,0.0
Ed Glynn,1004789,0.4
Joey Jay,1006373,0.7
Jerry Koosman,1007103,2.9
Jose Pena,1010148,-0.2
Curt Schilling,73,4.7
Dustin Hermanson,195,0.0
Kent Mercker,439,0.9
Tyler Yates,1527,0.5
Daisuke Matsuzaka,7775,2.1
Rick Anderson,1000241,0.5
Scott Bankhead,1000510,0.1
Tony Menendez,1008764,-0.3
Wally Whitehurst,1013896,1.2
Joe Nelson,108,0.0
C.J. Nitkowski,570,0.1
George Kontos,9486,0.3
Sergio Romo,9817,1.0
Jose Bautista,1000694,0.0
Jeff Bronkey,1001468,0.1
Pat Clements,1002339,0.1
Jim Gott,1004898,0.0
Al Hrabosky,1006116,0.3
Claude Osteen,1009878,5.5
Tom Seaver,1011708,5.1
Mike Stanton,1012421,1.8
Jae Seo,895,0.0
Don Carman,1001967,-1.3
Jim Coates,1002374,0.8
Rawly Eastwick,1003648,-0.2
Jim Kern,1006868,2.0
Jim Maloney,1008039,2.3
Bob Shaw,1011819,3.3
Sidney Ponson,161,0.5
Ron Villone,1010,2.4
Andrew Albers,7853,-0.2
Jim Clancy,1002255,1.6
Danny Coombs,1002582,-0.6
Ron Guidry,1005124,3.9
Jack Kralick,1007135,3.0
Jim Lewis,1007582,-0.1
John Pacella,1009933,-0.2
