Name,playerid,WAR27
Freddy Garcia,1077,4.8
Mike Gallo,1759,-0.8
Nelson Chittum,1002200,0.1
Bobby Chouinard,1002204,0.5
Mike Cuellar,1002853,0.4
Rich DeLucia,1003185,0.1
Frank Funk,1004406,-0.1
Vern Handrahan,1005302,-0.5
Mike Jackson,1006306,-0.4
Felipe Lira,1007649,-0.2
Steve Mura,1009337,0.5
Dan Petry,1010246,0.4
Mel Stottlemyre,1012579,3.7
Brian Anderson,44,1.7
Jim Brower,313,0.0
Billy Wagner,578,3.6
Valerio de los Santos,681,0.0
Joe Crawford,1002743,-0.1
Tom Griffin,1005054,-0.4
Ricky Horton,1006036,-0.2
Mike Ignasiak,1006254,0.2
Rollie Sheldon,1011855,0.3
Jamie Brown,371,0.0
Octavio Dotel,555,3.3
Jason Schmidt,1131,0.7
Bryce Florie,1004172,0.9
John Morris,1009219,-0.2
Darrell Osteen,1009879,0.1
Steve Stone,1012573,2.4
Greg Aquino,1899,-0.4
Aaron Rakers,2638,0.1
Jerry Augustine,1000365,-0.5
Danny Cox,1002695,2.2
Storm Davis,1003080,0.5
Tom Dukes,1003545,0.3
Brian Fisher,1004077,-0.2
Bob Galasso,1004441,-0.1
Dennis Kinney,1006946,-0.1
Andy McGaffigan,1008497,1.1
Brad Pennington,1010159,-0.3
Vern Ruhle,1011297,1.3
Al Severinsen,1011760,0.0
Julio Valera,1013331,0.2
Bobby Jones,1039,1.8
Jim Austin,1000373,-0.4
Terry Bross,1001481,-0.1
Ted Davidson,1003029,0.2
Hank Fischer,1004068,0.2
Jeff McCurry,1008440,-0.4
Ron Meridith,1008782,0.0
Frank Pastore,1010048,0.9
Victor Santos,446,2.4
John Franco,874,1.1
Turk Wendell,975,-0.2
Brandon Backe,1529,1.1
Doug Bair,1000439,-0.7
Charlie Leibrandt,1007492,1.9
Bryan Ward,1013603,-0.2
Joe Horgan,2304,-0.2
Keith Atherton,1000348,0.2
Bruce Berenyi,1000864,4.3
Don Cardwell,1001941,1.5
Larry Christenson,1002215,1.7
Jimmy Jones,1006569,1.5
Luis Peraza,1010175,0.1
Jerry Reed,1010769,-0.2
Francisco Cordero,1243,1.2
Kevin Frederick,1536,-0.1
Matt White,1720,0.0
Steve Blateric,1001059,-0.2
Tom Borland,1001205,0.7
Ron Bryant,1001608,-0.2
Ed Glynn,1004789,-0.2
Joey Jay,1006373,0.8
Jerry Koosman,1007103,2.3
Jose Pena,1010148,-0.9
Curt Schilling,73,0.8
Calvin Maduro,151,0.0
Dustin Hermanson,195,1.4
Kent Mercker,439,1.5
Scott Bankhead,1000510,0.1
John Cummings,1002874,0.1
Bill Edgerton,1003673,-0.1
Ray Lamb,1007278,1.9
Tony Menendez,1008764,0.0
Danny Murphy,1009354,-0.9
Wally Whitehurst,1013896,1.9
C.J. Nitkowski,570,1.0
Jeff Bronkey,1001468,0.0
Pat Clements,1002339,-0.2
Jim Gott,1004898,2.0
Al Hrabosky,1006116,-0.6
Claude Osteen,1009878,3.8
Tom Seaver,1011708,5.6
Mike Stanton,1012421,0.7
Jae Seo,895,0.3
Curt Brown,1001507,-0.1
Don Carman,1001967,1.0
Jim Coates,1002374,0.6
Rawly Eastwick,1003648,-0.2
Jim Kern,1006868,3.6
Jim Maloney,1008039,4.5
Bob Shaw,1011819,1.7
Sidney Ponson,161,3.0
Ron Villone,1010,0.1
Jim Clancy,1002255,2.8
Danny Coombs,1002582,0.1
Ron Guidry,1005124,9.1
Jack Kralick,1007135,3.8
Jim Lewis,1007582,-0.4
John Pacella,1009933,-0.1
Hal Reniff,1010833,1.0
Allen Ripley,1010979,0.7
Mike Magnante,929,0.5
Jamie Moyer,1091,1.0
Pete Munro,1546,1.3
Sherman Corbett,1002611,0.0
Ugueth Urbina,216,1.2
Gabe Molina,1575,-0.1
Lance Painter,1675,0.1
John DeSilva,1003230,-0.3
Dave Freisleben,1004333,0.1
Craig Lefferts,1007476,0.3
Brian Williams,1013978,-0.4
Joe Mays,740,-0.1
Micah Bowie,1561,0.0
Allan Anderson,1000216,-0.5
Ron Diorio,1003318,-0.2
Al Fitzmorris,1004119,1.4
Gorman Heimueller,1005592,0.7
Danny Jackson,1006295,0.9
Jeff Little,1007664,-0.7
Joe Niekro,1009582,0.8
Mike Proly,1010545,0.8
Bill Sampen,1011395,0.7
Scott Sanders,1011423,3.6
Mickey Scott,1011690,-0.2
Mark Williamson,1014022,1.3
Miguel Batista,46,0.7
Todd Williams,805,-0.1
Terry Adams,946,0.8
Dennis Eckersley,1003660,3.1
John Hiller,1005817,0.9
Gaylord Perry,1010210,7.3
Carl Willis,1013979,-0.5
Rick Wise,1014155,5.1
Jim Mann,566,0.0
Mike Stanton,849,0.3
Jeremy Fikac,1031,-0.7
Jim Bouton,1001241,0.9
Kelly Downs,1003453,2.9
Todd Frohwirth,1004374,-0.2
Tom Hausman,1005505,0.0
Al Jackson,1006288,1.3
Max Leon,1007542,0.6
Rick Steirer,1012474,0.1
Gene Walter,1013587,0.2
Geoff Zahn,1014410,0.1
Matt Ginter,233,-0.1
Jon Lieber,287,3.2
Luis Pineda,346,-0.2
Dave Borkowski,2002,1.1
