Name,playerid,real,pred
Scott Schoeneweis,33,0.2,0.48
Scot Shields,35,1.6,0.9
Jarrod Washburn,40,1.9,1.09
Matt Wise,42,0.0,0.52
Miguel Batista,46,2.9,-0.03
Randy Johnson,60,3.2,6.47
Byung-Hyun Kim,61,2.4,1.19
Mike Koplove,63,0.1,0.36
Mike Myers,68,0.2,0.48
John Patterson,71,1.0,3.69
Tom Glavine,90,2.9,3.23
Kevin Gryboski,91,-0.4,0.29
Chris Hammond,92,0.2,0.2
Greg Maddux,104,4.3,3.09
Jason Marquis,105,-0.5,3.02
Kevin Millwood,106,4.3,0.5
Horacio Ramirez,110,0.9,0.79
John Smoltz,115,5.5,3.38
Dan Wheeler,120,1.7,0.32
Rick Bauer,125,0.7,0.36
Erik Bedard,126,4.6,3.54
Jason Johnson,147,0.8,3.13
Jorge Julio,148,0.4,0.44
Rodrigo Lopez,150,1.7,1.6
Sidney Ponson,161,0.5,1.44
Rafael Betancourt,177,0.8,0.27
Casey Fossum,188,0.4,1.17
Dustin Hermanson,195,-0.1,0.87
Sun-Woo Kim,197,-0.3,0.97
Derek Lowe,199,4.4,4.44
Pedro Martinez,200,2.3,3.51
Tim Wakefield,219,1.2,3.2
Mark Buehrle,225,1.7,3.71
Keith Foulke,231,0.1,-0.21
Jon Garland,232,3.6,3.74
Bob Howry,237,1.5,0.19
Damaso Marte,247,0.6,0.3
Antonio Alfonseca,260,-0.3,0.31
Joe Borowski,267,0.7,0.5
Matt Clement,271,0.2,2.99
Juan Cruz,273,1.6,-0.26
Kyle Farnsworth,278,1.1,1.23
Jon Lieber,287,2.4,3.08
Ron Mahay,290,0.3,0.35
Mark Prior,301,-0.2,1.44
Kerry Wood,304,-0.1,0.5
Carlos Zambrano,305,3.9,5.13
Jim Brower,313,-0.2,0.5
Elmer Dessens,317,0.6,0.02
Danny Graves,326,-0.3,0.5
Chris Reitsma,348,-0.7,1.35
Scott Williamson,361,0.3,0.07
Danys Baez,367,0.9,0.24
Ryan Drese,379,0.1,2.48
David Riske,402,0.0,0.33
CC Sabathia,404,5.0,2.94
Jake Westbrook,412,3.6,1.32
Bob Wickman,413,1.6,0.5
Scott Elarton,426,-1.1,0.76
Brian Fuentes,429,0.9,0.71
Jason Jennings,434,4.2,1.4
Todd Jones,436,1.0,0.7
Dennys Reyes,444,0.9,-0.24
Justin Speier,451,1.0,0.43
John Thomson,453,0.4,1.65
Adam Bernero,460,0.4,0.11
Jose Lima,475,0.0,1.1
Mark Redman,491,1.2,2.04
Jamie Walker,502,0.5,1.27
Jeff Weaver,503,0.3,2.17
Josh Beckett,510,1.0,2.25
A.J. Burnett,512,2.9,3.89
Ryan Dempster,517,0.9,0.56
Jason Grilli,521,0.0,1.08
Braden Looper,526,1.1,0.5
Brad Penny,535,3.6,1.57
Julian Tavarez,541,0.0,0.65
Doug Brocail,551,0.5,1.3
Octavio Dotel,555,-0.2,1.05
Wayne Franklin,557,-0.2,-0.14
Brad Lidge,563,1.1,1.5
Scott Linebrink,564,1.0,1.99
Roy Oswalt,571,6.1,8.05
